name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Thoai Son,2022-01-23,31,22,26.1,35.4,22,27.6,22.9,84.3,0,0,0,,0,0,25.2,9.2,153.5,1009.8,43.6,10.7,232,20.2,8,10,2022-01-23T06:21:50,2022-01-23T17:59:42,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-01-24,31.8,23,26.8,36.1,23,28.3,22.9,81,0,0,0,,0,0,22,9.4,132,1009.6,49.4,11,272.4,23.8,9,10,2022-01-24T06:21:54,2022-01-24T18:00:08,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-01-25,30.5,23,26.3,35,23,28.1,23.2,84,0,0,0,,0,0,30.2,14.8,104.7,1010.1,46.1,10.5,239.7,20.8,8,10,2022-01-25T06:21:57,2022-01-25T18:00:34,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-01-26,31,22,26.3,36.5,22,28.3,23.2,83.9,0,0,0,,0,0,28.1,14.8,115.7,1010.3,41,11.7,251,21.9,8,10,2022-01-26T06:21:59,2022-01-26T18:00:59,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-01-27,32,23,26.6,35.8,23,28.2,23,82.3,0,0,0,,0,0,32.4,9.4,135.6,1010,50.2,10.7,262.8,22.8,8,10,2022-01-27T06:21:59,2022-01-27T18:01:24,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-01-28,30,23,25.8,34.1,23,27.1,23.3,86.8,0,0,0,,0,0,23.4,9.1,221.3,1010.6,40.5,10.1,251.2,21.9,9,10,2022-01-28T06:21:59,2022-01-28T18:01:48,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-01-29,32,23,26.7,37.9,23,28.8,23.7,85.1,0,0,0,,0,0,28.4,11.2,204.6,1010,50,11,181.5,15.7,8,10,2022-01-29T06:21:58,2022-01-29T18:02:12,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-01-30,31,23,27,36.5,23,29,23.6,82.6,0.2,100,4.17,rain,0,0,22.7,11.2,165,1010.3,48.2,11.5,230.5,19.9,8,10,2022-01-30T06:21:55,2022-01-30T18:02:35,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-01-31,31,22,26.3,34.6,22,27.7,22.3,80.3,0,0,0,,0,0,37.8,22.3,102.9,1010.4,42.8,10.7,278.4,24.2,9,10,2022-01-31T06:21:52,2022-01-31T18:02:57,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-01,31,23,26.8,35.5,23,28.3,22.3,77.7,0,0,0,,0,0,41,20.5,106.8,1010.4,34.5,11.7,278.3,24.2,9,10,2022-02-01T06:21:47,2022-02-01T18:03:19,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-02,32,23,27,35.7,23,28.4,21.8,74.6,0,0,0,,0,0,36.4,24.1,113,1011.2,37.1,11.8,281.5,24.5,9,10,2022-02-02T06:21:42,2022-02-02T18:03:40,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-03,32,23,27.3,37.2,23,29.1,22.7,77.8,0,0,0,,0,0,45.4,22.3,92.5,1010.8,43.7,11.6,226.1,19.9,8,10,2022-02-03T06:21:35,2022-02-03T18:04:01,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-04,32,24,27.2,36.2,24,28.9,22.7,77.7,0.1,100,4.17,rain,0,0,41.8,16.6,75,1010.1,43.8,11.7,207.8,18.2,9,30,2022-02-04T06:21:28,2022-02-04T18:04:21,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-05,32,23,26.9,35.6,23,28.4,22.5,78.8,0,0,0,,0,0,33.5,14.8,64.5,1010.5,41.2,11.7,275.9,23.9,9,10,2022-02-05T06:21:19,2022-02-05T18:04:40,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-06,31,23,27,34.8,23,28.6,22.3,76.8,0,0,0,,0,0,28.1,20.5,49.3,1010.9,50.6,11.7,225.1,19.7,8,10,2022-02-06T06:21:10,2022-02-06T18:04:59,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-07,31.3,23,27.3,36.2,23,29.5,23,78.5,0,0,0,,0,0,31.3,16.6,84.3,1010.7,49.7,12.1,160.5,14.2,7,10,2022-02-07T06:20:59,2022-02-07T18:05:16,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-02-08,32,24,27.5,35.9,24,29.4,23.1,78.2,0.7,100,12.5,rain,0,0,46.4,18.4,87.4,1010.4,46.6,11.1,151.1,13.3,6,10,2022-02-08T06:20:48,2022-02-08T18:05:34,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-09,32,24,27.3,35.8,24,28.9,22.7,77,0,0,0,,0,0,47.5,20.5,87.4,1010.3,48.9,11.8,256.2,22.3,8,10,2022-02-09T06:20:36,2022-02-09T18:05:50,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-10,32,25,27.5,36.8,25,29.3,22.7,76,0.8,100,4.17,rain,0,0,47.5,20.5,82.1,1009.7,45.2,11.3,227.2,19.9,8,10,2022-02-10T06:20:22,2022-02-10T18:06:06,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-11,32,24,27.1,35.8,24,28.6,22.4,76.8,0.1,100,4.17,rain,0,0,41.8,22.3,78.8,1009,68.9,11.7,206.3,17.9,8,10,2022-02-11T06:20:08,2022-02-11T18:06:22,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-12,30.6,23,26.6,36,23,28.2,22.6,79.5,0.5,100,12.5,rain,0,0,40.7,18.4,67.5,1008.1,40.8,11.2,150.4,13.3,6,10,2022-02-12T06:19:53,2022-02-12T18:06:37,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-13,31.4,24,27.1,35.4,24,28.8,22.4,76.7,0,0,0,rain,0,0,38.9,24.1,86,1007.2,53.4,12.3,165.3,14.5,8,10,2022-02-13T06:19:37,2022-02-13T18:06:51,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-02-14,33,23.6,27.7,38.1,23.6,29.9,23,76.9,0.3,100,4.17,rain,0,0,46.4,25.9,94.6,1007.9,40.6,12.3,168.9,14.8,7,10,2022-02-14T06:19:20,2022-02-14T18:07:04,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-02-15,32.3,24,27.5,36.8,24,29.1,22.4,75.2,0.1,100,4.17,rain,0,0,43.9,25.9,90.8,1008.3,46.8,11.7,187.3,16.3,8,10,2022-02-15T06:19:02,2022-02-15T18:07:17,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-16,31.1,25,27.1,35.8,25,28.8,23.2,80,0.8,100,4.17,rain,0,0,36.4,19.2,92.4,1008,60.3,11.7,160.1,13.8,8,10,2022-02-16T06:18:43,2022-02-16T18:07:29,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-17,32,24,27.2,36.3,24,29.1,23.1,79.7,0.2,100,4.17,rain,0,0,33.5,16.6,104.5,1007.8,50.4,11.5,174.2,15.4,9,10,2022-02-17T06:18:24,2022-02-17T18:07:41,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-18,32,24,27.2,36.8,24,29,23.2,80.2,0,0,0,,0,0,34.2,18.4,105.3,1008.6,52.6,11.7,285.8,25,9,10,2022-02-18T06:18:03,2022-02-18T18:07:52,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-19,32.3,22,27.2,36.8,22,29.1,22.9,79.6,0,0,0,,0,0,25.9,13,129.9,1010,54.4,11.2,285.2,24.9,9,10,2022-02-19T06:17:42,2022-02-19T18:08:02,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-20,32,23,27,36.8,23,29.1,23.3,81.5,0.3,100,8.33,rain,0,0,33.5,13,119.3,1009.5,53.9,11.3,229.8,20.1,8,30,2022-02-20T06:17:20,2022-02-20T18:08:12,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-21,32,24,27.7,36.8,24,29.5,22.8,75.8,0,0,0,,0,0,34.9,18.2,110.2,1010.3,41.4,11.7,166.9,14.7,8,10,2022-02-21T06:16:58,2022-02-21T18:08:22,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-22,31,23,25.9,36.5,23,27.2,23.1,85.3,5,100,4.17,rain,0,0,25.9,12.6,40.6,1011.6,62.7,11.6,253,22.2,9,30,2022-02-22T06:16:34,2022-02-22T18:08:30,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-23,32,23,26,37.9,23,27.5,23.3,86.3,5.1,100,8.33,rain,0,0,32.4,12.8,21.3,1012.1,56.8,10.4,249.4,21.8,9,10,2022-02-23T06:16:10,2022-02-23T18:08:39,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-24,30,23,25.8,33.3,23,26.8,22.4,82.7,2,100,4.17,rain,0,0,33.8,16.6,24.1,1012.4,59.6,10.3,215.4,18.9,8,10,2022-02-24T06:15:45,2022-02-24T18:08:46,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-25,30,22,26.2,32.6,22,27.3,20.7,72.1,0.2,100,4.17,rain,0,0,41.4,13.4,36.8,1012.2,61.2,11.2,172,15.1,6,10,2022-02-25T06:15:20,2022-02-25T18:08:53,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-26,33,23,27.4,35.3,23,28.4,20.8,69,0,0,0,,0,0,50,31.7,66.9,1011.8,59,11.2,220,19.3,7,10,2022-02-26T06:14:54,2022-02-26T18:09:00,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-27,33,24,27.9,35.4,24,29.3,21.5,69.8,0,0,0,,0,0,45.4,31.7,87.5,1011.3,48.7,11.8,239,20.8,9,10,2022-02-27T06:14:27,2022-02-27T18:09:06,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-02-28,33,24,27.8,37,24,29.4,22,71.9,0,0,0,,0,0,41.8,22.3,84.3,1011.1,41.4,11.7,290,25.1,9,10,2022-02-28T06:13:59,2022-02-28T18:09:12,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-01,33,25,28.1,36.1,25,29.8,22,71.1,0,0,0,,0,0,42.1,24.1,98.9,1010.7,46.9,11.7,101.1,7.9,6,10,2022-03-01T06:13:31,2022-03-01T18:09:17,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-02,33,25,28,37,25,30,22.2,71.6,22,100,4.17,rain,0,0,36.4,18.4,83,1010.5,61.9,11.3,154.2,11.1,6,10,2022-03-02T06:13:03,2022-03-02T18:09:22,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-03,32,24,27.4,37.1,24,29.5,23,77.6,0.1,100,4.17,rain,0,0,30.6,11.2,88.3,1010.1,50.9,11,184.8,13.2,7,10,2022-03-03T06:12:34,2022-03-03T18:09:26,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-04,33,23.1,27.8,38.1,23.1,30,22.8,75.6,2,100,4.17,rain,0,0,25.2,16.6,119.9,1009.5,62.9,10.8,263.4,18.9,9,10,2022-03-04T06:12:04,2022-03-04T18:09:30,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-05,32,24.7,27.8,37.1,24.7,30.3,23.6,78.8,26,100,4.17,rain,0,0,28.4,14.8,115.9,1009.1,62.5,11.3,150.8,10.9,7,10,2022-03-05T06:11:34,2022-03-05T18:09:34,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-06,32.3,25,27.9,37.4,25,30.2,23.4,77.9,0,0,0,,0,0,36,22.3,97.8,1009,57.3,12,288.5,20.9,9,10,2022-03-06T06:11:03,2022-03-06T18:09:37,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-07,33,24,27.7,38.1,24,29.8,23.6,80.1,0.4,100,8.33,rain,0,0,44.3,16.6,101.3,1009.5,59.2,11.3,290,22.1,9,30,2022-03-07T06:10:32,2022-03-07T18:09:39,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-08,32.6,24,27.5,34.9,24,28.6,21.7,72.7,0,0,0,,0,0,44.3,22.3,90.4,1009.6,39,11.7,313.7,27.1,9,10,2022-03-08T06:10:01,2022-03-08T18:09:42,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-09,32.1,24,27.3,37.2,24,29.1,22.4,75.9,0,0,0,,0,0,35.3,16.6,104.3,1009.2,46.3,11.7,282.4,24.3,8,10,2022-03-09T06:09:29,2022-03-09T18:09:44,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-10,29,23,26,32.2,23,27.1,21.7,77.7,0,0,0,,0,0,30.2,14.8,139.6,1009.1,52,11.4,249.6,21.4,9,10,2022-03-10T06:08:56,2022-03-10T18:09:46,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-11,33,22,26.9,37,22,28.9,22.6,78.7,0,0,0,,0,0,24.8,13,163,1007.8,41.3,11.6,282.4,24.5,9,10,2022-03-11T06:08:24,2022-03-11T18:09:47,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-12,32,23,27,36.8,23,28.7,23.5,82.2,0,0,0,,0,0,23.8,14.8,190,1007.4,42.5,10.6,222.4,19.3,9,30,2022-03-12T06:07:51,2022-03-12T18:09:48,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-13,32.4,24,27.9,38.3,24,30.6,23.7,79.6,0.1,100,4.17,rain,0,0,180,27.7,87.8,1007.3,45.5,11.2,174,14.9,6,10,2022-03-13T06:07:18,2022-03-13T18:09:49,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-14,33,25,28.2,39.3,25,31,24,79.6,0.4,100,4.17,rain,0,0,37.8,14.8,99.7,1008.1,56.6,11.7,180,15.4,6,30,2022-03-14T06:06:44,2022-03-14T18:09:50,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-15,33,25,28.2,39.2,25,31,24.1,79.8,0.5,100,4.17,rain,0,0,31.7,14.8,118.4,1007.3,68.3,11.8,292.4,25.4,9,30,2022-03-15T06:06:10,2022-03-15T18:09:50,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-16,32,24,27.5,37.9,24,29.9,23.9,82,0.4,100,8.33,rain,0,0,29.2,14.8,129.1,1007.5,53,11.3,149.6,12.9,7,10,2022-03-16T06:05:36,2022-03-16T18:09:50,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-17,33,24,28.1,38.1,24,30.7,23.7,78.6,0,0,0,,0,0,25.9,13.7,112.1,1007.4,44.6,11,309.1,26.6,9,10,2022-03-17T06:05:02,2022-03-17T18:09:50,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-18,34,24,27.9,40.6,24,30.8,24.6,84,0.1,100,4.17,rain,0,0,29.5,9.8,196.8,1007.3,49.7,11.2,219.6,18.9,8,10,2022-03-18T06:04:27,2022-03-18T18:09:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-19,34,24,28.2,40.6,24,31.1,24.4,81.5,10,100,4.17,rain,0,0,30.6,16.6,118.9,1006.8,47,10.6,295.8,25.4,9,10,2022-03-19T06:03:52,2022-03-19T18:09:50,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-20,32.7,24,28.3,38,24,31.3,24.3,80.7,0.1,100,4.17,rain,0,0,32.4,22.3,83.9,1007.9,54.6,10.9,203.5,17.6,7,30,2022-03-20T06:03:18,2022-03-20T18:09:49,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-21,32,24,26.9,37.9,24,28.8,24.5,88.1,33,100,4.17,rain,0,0,27.4,25.9,119.5,1009.3,71.7,10.7,150,12.9,7,10,2022-03-21T06:02:43,2022-03-21T18:09:49,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-22,31,24,25.7,37.7,24,27,24.5,93.9,27,100,8.33,rain,0,0,23,16.6,105.7,1010,67.9,9.9,134.1,11.5,7,30,2022-03-22T06:02:08,2022-03-22T18:09:48,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-23,33,23,27,39.8,23,29.6,24.5,87.6,2,100,4.17,rain,0,0,22,11.2,130.9,1009.7,60.4,10.6,288.7,25.1,10,30,2022-03-23T06:01:32,2022-03-23T18:09:47,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-24,33,24,28.2,38.5,24,31.3,24.1,80.3,0.2,100,8.33,rain,0,0,23.4,16.6,113,1009.3,43.1,11.2,233.5,20.3,10,30,2022-03-24T06:00:57,2022-03-24T18:09:46,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-25,34,24,28.7,39.3,24,32,24.2,79,25,100,8.33,rain,0,0,24.8,16.6,133.1,1009.9,42.7,11.3,195.9,16.8,10,30,2022-03-25T06:00:22,2022-03-25T18:09:45,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-26,34,24,29,40.6,24,32.5,24.3,78,0,0,0,,0,0,25.6,9.4,109,1010.5,35.7,11.7,311.5,27,10,30,2022-03-26T05:59:47,2022-03-26T18:09:44,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-27,33,25,28.4,40.6,25,32.5,25,82.9,42.4,100,8.33,rain,0,0,25.2,13,225.9,1010.2,49.3,10.7,213.6,18.6,9,30,2022-03-27T05:59:11,2022-03-27T18:09:43,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-28,34,23,27.6,40.6,23,30.5,24.2,83.5,25,100,12.5,rain,0,0,36,11.2,154.6,1009.9,61.1,10,205.2,17.7,10,60,2022-03-28T05:58:36,2022-03-28T18:09:42,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-29,32,24,27,37.9,24,29.2,24.2,85.8,1,100,4.17,rain,0,0,26.3,13,83.7,1009.7,66.5,10.1,194,16.9,9,30,2022-03-29T05:58:01,2022-03-29T18:09:42,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-30,32,24,28,37.1,24,31,24.2,81.2,0.1,100,4.17,rain,0,0,22,13.5,304.4,1008.6,75,10.5,216,18.7,10,30,2022-03-30T05:57:26,2022-03-30T18:09:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-31,31,24.9,27,39.1,24.9,29.3,24.4,86.3,0.4,100,4.17,rain,0,0,21.6,11.2,229.1,1008.4,71.8,11,162.3,14,9,30,2022-03-31T05:56:51,2022-03-31T18:09:40,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-01,31,23.3,26.1,36.6,23.3,27.2,24.1,89.6,37,100,12.5,rain,0,0,27,14.8,109.9,1009.6,77.8,10.9,204.3,17.7,9,30,2022-04-01T05:56:16,2022-04-01T18:09:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-02,32,24,27.3,37.6,24,29.3,24.2,84.8,59,100,4.17,rain,0,0,25.2,20.5,81,1010.4,65.1,10.3,187.6,16.3,9,30,2022-04-02T05:55:41,2022-04-02T18:09:38,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-03,29.9,24,26.1,33.7,24,27.4,23.2,85.2,2,100,4.17,rain,0,0,40.7,14.8,8.8,1010.7,69.6,10.7,206.5,17.8,10,10,2022-04-03T05:55:07,2022-04-03T18:09:37,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-04,29.3,22,25.3,33.1,22,26.4,23.1,88.8,9,100,4.17,rain,0,0,34.2,13,27.2,1012,85.9,10.3,188.9,16.4,9,10,2022-04-04T05:54:33,2022-04-04T18:09:37,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-05,32,23,26.7,36.8,23,28.3,23.6,84.4,2.3,100,8.33,rain,0,0,32,24.1,44.4,1012,58.1,10.6,166.7,14.3,9,10,2022-04-05T05:53:58,2022-04-05T18:09:37,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-06,31,24,26.9,36.5,24,28.8,24.2,86.1,5,100,4.17,rain,0,0,29.9,13,218.3,1011.1,64.4,11,291.2,25.1,10,30,2022-04-06T05:53:24,2022-04-06T18:09:36,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-07,33,24,28,40.6,24,31.2,24.6,83.1,2.6,100,20.83,rain,0,0,22.7,12.2,237.1,1010.1,52.9,11.4,187.1,16.1,9,30,2022-04-07T05:52:51,2022-04-07T18:09:36,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-08,32,24,27.7,36.5,24,30,23.5,79.9,0.5,100,4.17,rain,0,0,29.2,13.4,239.4,1010,53,11.2,224.9,19.5,10,30,2022-04-08T05:52:17,2022-04-08T18:09:36,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-09,33,24,27.9,39.3,24,30.7,23.9,80.2,2,100,29.17,rain,0,0,26.3,11.2,203.2,1009.4,46.8,11.4,269.6,23.2,10,10,2022-04-09T05:51:44,2022-04-09T18:09:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-10,32,25,27.9,37.9,25,30.9,24.4,82,0.9,100,16.67,rain,0,0,23.4,14,201.2,1009,55.8,12.1,248.3,21.4,10,10,2022-04-10T05:51:11,2022-04-10T18:09:37,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-04-11,30.7,24,27.1,37.7,24,29.3,24.5,86.5,4.4,100,33.33,rain,0,0,27.4,13.7,187.8,1008.7,52.7,11.2,223.6,19.2,9,10,2022-04-11T05:50:39,2022-04-11T18:09:37,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-12,33,24,28.1,40.6,24,31.5,24.7,83.4,2.8,100,16.67,rain,0,0,27.7,13.9,216.8,1007.9,51.5,10.9,282.5,24.3,10,30,2022-04-12T05:50:07,2022-04-12T18:09:38,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-13,33,24,28.4,40.6,24,32.5,24.9,82.6,0,0,0,,0,0,25.9,13.7,230.7,1006.7,54.4,11.2,266.6,23.2,10,30,2022-04-13T05:49:35,2022-04-13T18:09:39,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
